index,Job Title,job_title_sim,Company Name,Location City,Location State,Size,Type of ownership,Industry,Sector,Lower Salary,Upper Salary,Avg Salary(K),Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,Salary Estimate,Rating
207,Medical Technologist / Clinical Laboratory Scientist,Other Scientist,Veterans Affairs - Veterans Health Administration,New Orleans, LA,10000+,Government,Federal Agencies,Government,31,52,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$15-$25 Per Hour(Glassdoor est.),3.4
208,Data Scientist,Data Scientist,Credera,Dallas, TX,201 - 500,Subsidiary or Business Segment,Consulting,Business Services,53,92,72.5,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,$53K-$92K (Glassdoor est.),4.3
209,Senior Data Analyst,Data Analyst,KnowBe4,Clearwater, FL,501 - 1000,Company - Private,Security Services,Business Services,44,78,61,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$44K-$78K (Glassdoor est.),4.8
210,BI & Platform Analytics Manager,Data Scientist Project Manager,Church & Dwight,Ewing, NJ,1001 - 5000,Company - Public,Consumer Products Manufacturing,Manufacturing,85,134,109.5,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,$85K-$134K (Glassdoor est.),3.4
211,Data Engineer,Data Engineer,Cogo Labs,Cambridge, MA,51 - 200,Company - Private,Internet,Information Technology,59,110,84.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$59K-$110K (Glassdoor est.),3.9
212,Data Scientist,Data Scientist,Spectrum Communications and Consulting,Chicago, IL,51 - 200,Company - Private,Advertising & Marketing,Business Services,64,111,87.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,$64K-$111K (Glassdoor est.),3.4
213,Data Analyst,Data Analyst,NCSOFT,San Mateo, CA,1001 - 5000,Company - Public,Video Games,Media,65,120,92.5,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,$65K-$120K (Glassdoor est.),3.1
214,Associate Data Scientist/Computer Scientist,Data Scientist,MITRE,McLean, VA,5001 - 10000,Nonprofit Organization,Federal Agencies,Government,60,103,81.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,$60K-$103K (Glassdoor est.),3.2
215,Business Intelligence Analyst / Developer,Data Analyst,Dayton Freight Lines Inc.,Dayton, OH,1001 - 5000,Company - Private,Trucking,Transportation & Logistics,53,105,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$53K-$105K (Glassdoor est.),4.3
216,Lead Data Scientist,Data Scientist,MassMutual,Boston, MA,5001 - 10000,Company - Private,Insurance Carriers,Insurance,124,204,164,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,$124K-$204K (Glassdoor est.),3.6
217,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",Data Scientist,Genentech,South San Francisco, CA,10000+,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,131,207,169,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,$131K-$207K (Glassdoor est.),3.9
218,Senior Data Scientist,Data Scientist,Juniper Networks,Cupertino, CA,5001 - 10000,Company - Public,Telecommunications Services,Telecommunications,110,174,142,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,$110K-$174K (Glassdoor est.),3.8
219,Data Analyst,Data Analyst,Community Action Partnership of San Luis Obispo,Parlier, CA,501 - 1000,Nonprofit Organization,Social Assistance,Non-Profit,33,62,47.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$33K-$62K (Glassdoor est.),2.8
220,Pricipal Scientist Molecular and cellular biologist,Other Scientist,Takeda Pharmaceuticals,Boston, MA,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,52,101,76.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$52K-$101K (Glassdoor est.),3.7
221,Data Analyst,Data Analyst,TrueAccord,San Francisco, CA,51 - 200,Company - Private,Enterprise Software & Network Solutions,Information Technology,48,90,69,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,$48K-$90K (Glassdoor est.),3.4
222,Data Analyst,Data Analyst,DRB Systems,Meridian, ID,201 - 500,Company - Private,Computer Hardware & Software,Information Technology,34,64,49,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$34K-$64K (Glassdoor est.),4
223,Staff Data Scientist,Data Scientist,Western Digital,San Jose, CA,10000+,Company - Public,Computer Hardware & Software,Information Technology,132,211,171.5,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,$132K-$211K (Glassdoor est.),3.5
224,"Data Scientist (Actuary, FSA or ASA)",Data Scientist,Legal & General America,Frederick, MD,501 - 1000,Company - Private,Insurance Carriers,Insurance,81,133,107,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$81K-$133K (Glassdoor est.),3.8
225,System and Data Analyst,Data Analyst,Corcentric,Cherry Hill, NJ,201 - 500,Company - Private,Enterprise Software & Network Solutions,Information Technology,42,76,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$42K-$76K (Glassdoor est.),3.7
226,Data Scientist,Data Scientist,U.Group,Indianapolis, IN,201 - 500,Company - Private,IT Services,Information Technology,66,111,88.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,$66K-$111K (Glassdoor est.),3.5
227,Data Engineer 5 - Contract (Remote),Data Engineer,The Church of Jesus Christ of Latter-day Saints,Riverton, UT,10000+,Nonprofit Organization,Religious Organizations,Non-Profit,74,140,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$74K-$140K (Glassdoor est.),4.2
228,Digital Health Data Scientist,Data Scientist,Pfizer,Cambridge, MA,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,63,110,86.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,$63K-$110K (Glassdoor est.),4
229,Data Scientist,Data Scientist,SMC 3,Louisville, KY,51 - 200,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,63,105,84,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$63K-$105K (Glassdoor est.),4.3
230,Data & Analytics Consultant (NYC),Data Analyst,Systems Evolution Inc.,New York, NY,201 - 500,Company - Private,Consulting,Business Services,91,138,114.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$91K-$138K (Glassdoor est.),4.7
231,Senior Scientist - Neuroscience,Other Scientist,Sunovion,Marlborough, MA,1001 - 5000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,100,190,145,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$100K-$190K (Glassdoor est.),3.5
232,Data Engineer,Data Engineer,Eventbrite,Nashville, TN,1001 - 5000,Company - Public,Internet,Information Technology,62,114,88,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,$62K-$114K (Glassdoor est.),4.4
233,Big Data Engineer - Chicago - Future Opportunity,Data Engineer,Centro,Chicago, IL,501 - 1000,Company - Private,Internet,Information Technology,71,129,100,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,$71K-$129K (Glassdoor est.),4.1
234,Senior Data Analyst,Data Analyst,National Student Clearinghouse,Herndon, VA,201 - 500,Nonprofit Organization,Colleges & Universities,Education,43,80,61.5,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,$43K-$80K (Glassdoor est.),2.9
235,Data Scientist,Data Scientist,comScore,Portland, OR,1001 - 5000,Company - Public,Advertising & Marketing,Business Services,74,119,96.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$74K-$119K (Glassdoor est.),2.5
236,Survey Data Analyst,Data Analyst,SullivanCotter,Minneapolis, MN,201 - 500,Company - Private,Consulting,Business Services,55,97,76,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$55K-$97K (Glassdoor est.),4.2
237,Data Scientist,Data Scientist,NPD,Port Washington, NY,1001 - 5000,Company - Private,Research & Development,Business Services,15,16,15.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$15K-$16K(Employer est.),3.9
238,Data Scientist,Data Scientist,Bakery Agency,Austin, TX,1 - 50,Company - Private,Advertising & Marketing,Business Services,61,106,83.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,$61K-$106K (Glassdoor est.),4.3
239,"Risk and Analytics IT, Data Scientist",Data Scientist,State of Wisconsin Investment Board,Madison, WI,51 - 200,Government,Investment Banking & Asset Management,Finance,91,149,120,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,$91K-$149K (Glassdoor est.),2.7
240,Data Scientist,Data Scientist,Genentech,South San Francisco, CA,10000+,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,127,199,163,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,$127K-$199K (Glassdoor est.),3.9
241,Lead Health Data Analyst - Front End,Data Analyst,Blue Cross & Blue Shield of Rhode Island,Providence, RI,501 - 1000,Nonprofit Organization,Insurance Carriers,Insurance,74,126,100,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,$74K-$126K (Glassdoor est.),3.4
242,Research Scientist,Other Scientist,Boys Town,Omaha, NE,1001 - 5000,Nonprofit Organization,Social Assistance,Non-Profit,33,72,52.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$33K-$72K (Glassdoor est.),3.8
243,Medical Lab Scientist,Other Scientist,Tower Health,West Reading, PA,5001 - 10000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,35,49,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$17-$24 Per Hour(Glassdoor est.),3.6
244,Junior Data Analyst,Data Analyst,The HSC Health Care System,Washington, DC,501 - 1000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,37,63,50,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,$37K-$63K (Glassdoor est.),3.3
245,SQL Data Engineer,Data Engineer,Pro-Sphere Tek,Austin, TX,201 - 500,Company - Private,Consulting,Business Services,67,119,93,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,$67K-$119K (Glassdoor est.),3.4
246,Data Scientist,Data Scientist,Ameritas Life Insurance Corp,Cincinnati, OH,1001 - 5000,Company - Private,Insurance Agencies & Brokerages,Insurance,72,117,94.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,$72K-$117K (Glassdoor est.),3
247,Senior Data Scientist,Data Scientist,Autodesk,San Francisco, CA,5001 - 10000,Company - Public,Computer Hardware & Software,Information Technology,116,185,150.5,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,$116K-$185K (Glassdoor est.),4
248,Data Scientist,Data Scientist,Genworth,Raleigh, NC,1001 - 5000,Company - Public,Insurance Carriers,Insurance,78,126,102,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,$78K-$126K (Glassdoor est.),3.7
249,"Scientist, Analytical Development",Other Scientist,Rubius Therapeutics,Cambridge, MA,201 - 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,42,82,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$42K-$82K (Glassdoor est.),4.4
250,Analytics Manager,Data Scientist Project Manager,OneMagnify,Dearborn, MI,201 - 500,Company - Private,Advertising & Marketing,Business Services,59,116,87.5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$59K-$116K (Glassdoor est.),4.3
251,Clinical Data Scientist,Data Scientist,Pfizer,Groton, CT,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,63,105,84,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,$63K-$105K (Glassdoor est.),4
252,Data Scientist,Data Scientist,Novetta,Herndon, VA,501 - 1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,109,177,143,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,$109K-$177K (Glassdoor est.),4
253,"Sr. Data Scientist, Cyber-Security LT Contract",Data Scientist,Numeric LLC,Phila, PA,1 - 50,Company - Private,Staffing & Outsourcing,Business Services,116,194,155,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,$116K-$194K (Glassdoor est.),3.2
254,Data Engineer,Data Engineer,IZEA,Winter Park, FL,51 - 200,Company - Public,Advertising & Marketing,Business Services,48,95,71.5,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,$48K-$95K (Glassdoor est.),4.2
255,Data Scientist,Data Scientist,Trace Data,Oakland, CA,51 - 200,Company - Private,Insurance Carriers,Insurance,83,133,108,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,$83K-$133K (Glassdoor est.),3.9
256,Sr. Scientist - Digital & Image Analysis/Computational Pathology,Other Scientist,Takeda Pharmaceuticals,San Diego, CA,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,105,198,151.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$105K-$198K (Glassdoor est.),3.7
257,Digital Marketing & ECommerce Data Analyst,Data Analyst,Vionic Group,San Rafael, CA,51 - 200,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,31,72,51.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,$31K-$72K (Glassdoor est.),3.6
258,Principal Scientist - Immunologist,Other Scientist,Takeda Pharmaceuticals,Boston, MA,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,98,182,140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$98K-$182K (Glassdoor est.),3.7
259,Senior Data Analyst,Data Analyst,Dodge Data & Analytics,Hamilton, NJ,201 - 500,Company - Private,IT Services,Information Technology,55,100,77.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$55K-$100K (Glassdoor est.),2.8
260,Insurance Financial Data Analyst,Data Analyst,Clearwater Analytics,Boise, ID,501 - 1000,Company - Private,Investment Banking & Asset Management,Finance,45,82,63.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$45K-$82K (Glassdoor est.),4.2
261,Data Scientist,Data Scientist,Tekvalley Corp.,San Francisco, CA,1 - 50,Company - Private,IT Services,Information Technology,83,135,109,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,$83K-$135K (Glassdoor est.),4
262,Data Scientist,Data Scientist,BWX Technologies,Oak Ridge, TN,5001 - 10000,Company - Public,Aerospace & Defense,Aerospace & Defense,70,122,96,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,$70K-$122K (Glassdoor est.),3.5
263,Data Engineer,Data Engineer,PennyMac,Agoura Hills, CA,1001 - 5000,Company - Public,Lending,Finance,70,132,101,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,$70K-$132K (Glassdoor est.),3.2
264,Senior Data Scientist,Data Scientist,Plymouth Rock Assurance,Woodbridge, NJ,1001 - 5000,Company - Private,Insurance Carriers,Insurance,73,124,98.5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,$73K-$124K (Glassdoor est.),3.3
265,Data Engineer I - Azure,Data Engineer,Vermeer,Pella, IA,1001 - 5000,Company - Private,Industrial Manufacturing,Manufacturing,54,101,77.5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,$54K-$101K (Glassdoor est.),3.9
266,"Sr. Scientist, Quantitative Translational Sciences",Other Scientist,Takeda Pharmaceuticals,Boston, MA,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,117,206,161.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$117K-$206K (Glassdoor est.),3.7
267,MED TECH/LAB SCIENTIST - LABORATORY,Other Scientist,Beebe Healthcare,Lewes, DE,1001 - 5000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43,70,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$21-$34 Per Hour(Glassdoor est.),3.6
268,Sr. Data Scientist II,Data Scientist,Argo Group US,New York, NY,1001 - 5000,Company - Public,Insurance Carriers,Insurance,111,183,147,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,$111K-$183K (Glassdoor est.),3.4
269,Data Scientist,Data Scientist,L&T Infotech,San Ramon, CA,10000+,Company - Public,IT Services,Information Technology,68,112,90,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,$68K-$112K (Glassdoor est.),3.5
270,Information Security Data Analyst,Data Analyst,OceanFirst Financial,Red Bank, NJ,501 - 1000,Company - Public,Banks & Credit Unions,Finance,42,74,58,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,$42K-$74K (Glassdoor est.),4.3
271,Excel / VBA / SQL Data Analyst,Data Analyst,Associated Electric Cooperative,Springfield, MO,501 - 1000,Company - Private,Energy,"Oil, Gas, Energy & Utilities",44,78,61,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$44K-$78K (Glassdoor est.),4.1
272,Machine Learning Research Scientist,Machine Learning Engineer,Software Engineering Institute,Pittsburgh, PA,501 - 1000,College / University,Colleges & Universities,Education,81,159,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$81K-$159K (Glassdoor est.),2.6
273,Data Scientist,Data Scientist,Sotheby's,New York, NY,1001 - 5000,Company - Public,Auctions & Galleries,Retail,95,161,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$95K-$161K (Glassdoor est.),3.6
274,Data Scientist,Data Scientist,First Tech Federal Credit Union,Hillsboro, OR,1001 - 5000,Company - Private,Banks & Credit Unions,Finance,75,124,99.5,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,$75K-$124K (Glassdoor est.),3.5
275,Data Scientist,Data Scientist,Amrock,Detroit, MI,1001 - 5000,Company - Private,Real Estate,Real Estate,72,120,96,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,$72K-$120K (Glassdoor est.),3.6
276,Data Scientist,Data Scientist,Vanda Pharmaceuticals,Washington, DC,201 - 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,76,126,101,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$76K-$126K (Glassdoor est.),2.3
277,Senior Data Scientist,Data Scientist,Zest AI,Burbank, CA,51 - 200,Company - Private,Financial Analytics & Research,Finance,114,182,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$114K-$182K (Glassdoor est.),3.9
278,"Data Scientist, Senior",Data Scientist,Novetta,Fort Belvoir, VA,501 - 1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,108,176,142,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,$108K-$176K (Glassdoor est.),4
279,Senior Data Scientist,Data Scientist,CK-12 Foundation,Palo Alto, CA,1 - 50,Company - Private,K-12 Education,Education,130,208,169,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,$130K-$208K (Glassdoor est.),4.1
280,"VP, Data Science",Data Scientist,PennyMac,Phoenix, AZ,1001 - 5000,Company - Public,Lending,Finance,83,166,124.5,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,$83K-$166K (Glassdoor est.),3.2
281,Radar Data Analyst,Data Analyst,DECISIVE ANALYTICS Corporation,Huntsville, AL,51 - 200,Company - Private,Aerospace & Defense,Aerospace & Defense,42,76,59,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$42K-$76K (Glassdoor est.),4.7
282,CONSULTANT– DATA ANALYTICS GROUP,Data Analyst,Opinion Dynamics,San Diego, CA,51 - 200,Company - Private,Consulting,Business Services,37,68,52.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$37K-$68K (Glassdoor est.),4.2
283,Data Engineer,Data Engineer,Applied Information Sciences,Houston, TX,501 - 1000,Company - Private,IT Services,Information Technology,52,99,75.5,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,$52K-$99K (Glassdoor est.),4.6
284,Senior Data Scientist,Data Scientist,Swiss Re,Armonk, NY,10000+,Company - Public,Insurance Agencies & Brokerages,Insurance,105,173,139,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$105K-$173K (Glassdoor est.),3.7
285,"Data Engineer, Data Engineering and Artifical Intelligence",Data Engineer,Takeda Pharmaceuticals,Cambridge, MA,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,71,134,102.5,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,$71K-$134K (Glassdoor est.),3.7
286,Staff Scientist,Other Scientist,WK Dickson,Columbia, SC,201 - 500,Company - Private,Architectural & Engineering Services,Business Services,39,82,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$39K-$82K (Glassdoor est.),4.4
287,PL Actuarial-Lead Data Scientist,Data Scientist,The Hanover Insurance Group,Worcester, MA,5001 - 10000,Company - Public,Insurance Carriers,Insurance,114,179,146.5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,$114K-$179K (Glassdoor est.),3.7
288,"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",Other Scientist,Genentech,South San Francisco, CA,10000+,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,88,162,125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$88K-$162K (Glassdoor est.),3.9
289,Sr. Data Analyst,Data Analyst,MassMutual,Springfield, MA,5001 - 10000,Company - Private,Insurance Carriers,Insurance,60,102,81,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,$60K-$102K (Glassdoor est.),3.6
290,Senior Data & Machine Learning Scientist,Machine Learning Engineer,Tempus Labs,Chicago, IL,501 - 1000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,100,166,133,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,$100K-$166K (Glassdoor est.),3
291,Program/Data Analyst,Data Analyst,General Dynamics Information Technology,Washington, DC,10000+,Subsidiary or Business Segment,IT Services,Information Technology,55,99,77,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$55K-$99K (Glassdoor est.),3.4
292,Data Engineer,Data Engineer,ManTech,Herndon, VA,5001 - 10000,Company - Public,Research & Development,Business Services,67,117,92,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,$67K-$117K (Glassdoor est.),4.1
293,Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,Data Scientist,Novartis,Cambridge, MA,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,92,150,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$92K-$150K (Glassdoor est.),3.8
294,"Principal Data Engineer, Data Platform & Insights",Data Engineer,Autodesk,San Francisco, CA,5001 - 10000,Company - Public,Computer Hardware & Software,Information Technology,116,209,162.5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$116K-$209K (Glassdoor est.),4
295,RESEARCH SCIENTIST - BIOLOGICAL SAFETY,Other Scientist,Southwest Research Institute,San Antonio, TX,1001 - 5000,Nonprofit Organization,Research & Development,Business Services,38,82,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$38K-$82K (Glassdoor est.),3.9
296,Big Data Engineer,Data Engineer,SpringML,Indianapolis, IN,1 - 50,Company - Private,Enterprise Software & Network Solutions,Information Technology,62,119,90.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,$62K-$119K (Glassdoor est.),4.4
297,Data Scientist / Machine Learning Expert,Data Scientist,Novartis,Cambridge, MA,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,86,143,114.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,$86K-$143K (Glassdoor est.),3.8
298,Data Scientist,Data Scientist,Juniper Networks,Sunnyvale, CA,5001 - 10000,Company - Public,Telecommunications Services,Telecommunications,93,149,121,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,$93K-$149K (Glassdoor est.),3.8
299,Senior Data Scientist,Data Scientist,The Integer Group,Dallas, TX,501 - 1000,Subsidiary or Business Segment,Advertising & Marketing,Business Services,84,136,110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,$84K-$136K (Glassdoor est.),2.2
300,PV Scientist,Other Scientist,Karyopharm Therapeutics Inc.,Newton, MA,201 - 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,60,123,91.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$60K-$123K (Glassdoor est.),2.9
301,Clinical Data Analyst,Data Analyst,ManTech,Portsmouth, VA,5001 - 10000,Company - Public,Research & Development,Business Services,52,89,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$52K-$89K (Glassdoor est.),4.1
302,Data Engineer,Data Engineer,P2 Energy Solutions,Lafayette, LA,501 - 1000,Company - Private,Computer Hardware & Software,Information Technology,48,93,70.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$48K-$93K (Glassdoor est.),3.7
303,Computational Chemist/Data Scientist,Data Scientist,PNNL,Richland, WA,1001 - 5000,Government,Energy,"Oil, Gas, Energy & Utilities",56,97,76.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$56K-$97K (Glassdoor est.),3.8
304,Data Engineer,Data Engineer,MassMutual,Springfield, MA,5001 - 10000,Company - Private,Insurance Carriers,Insurance,65,119,92,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$65K-$119K (Glassdoor est.),3.6
305,Principal Data Scientist (Computational Chemistry),Data Scientist,Recursion Pharmaceuticals,Salt Lake City, UT,51 - 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,108,173,140.5,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,$108K-$173K (Glassdoor est.),4.7
306,Product Engineer – Data Science,Data Scientist,Esri,Arlington, VA,1001 - 5000,Company - Private,Computer Hardware & Software,Information Technology,63,101,82,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$63K-$101K (Glassdoor est.),3.5
307,"Principal Scientist, Chemistry & Immunology",Other Scientist,Rochester Regional Health,Rochester, NY,10000+,Hospital,Health Care Services & Hospitals,Health Care,54,115,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$54K-$115K (Glassdoor est.),3.3
308,"Scientist/Senior Scientist, Autoimmune",Other Scientist,Rubius Therapeutics,Cambridge, MA,201 - 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,90,179,134.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$90K-$179K (Glassdoor est.),4.4
309,Data Scientist,Data Scientist,Samba TV,San Francisco, CA,201 - 500,Company - Private,Advertising & Marketing,Business Services,127,202,164.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$127K-$202K (Glassdoor est.),3.3
310,Market Data Analyst,Data Analyst,SV Microwave,West Palm Beach, FL,201 - 500,Company - Public,Telecommunications Manufacturing,Telecommunications,31,57,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$31K-$57K (Glassdoor est.),3.4
311,Data Engineer,Data Engineer,SpringML,Herndon, VA,1 - 50,Company - Private,Enterprise Software & Network Solutions,Information Technology,75,143,109,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,$75K-$143K (Glassdoor est.),4.4
312,Staff Data Engineer,Data Engineer,Sumo Logic,Austin, TX,501 - 1000,Company - Private,Computer Hardware & Software,Information Technology,105,194,149.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,$105K-$194K (Glassdoor est.),3.8
